Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
O'Donnell,Pat,P,-,79,82,86,59,75,66,34,44,49,45,91,85,20,10,24,78,10,85,87,65,15,29,35,25,40,55,20,21,21,10,10,10,10,24,60,25,13,22,20,15,10,55,10,15,30,30,25,20,20,76,217,26,2/22/91,3,Miami,2300000,100000,Right,6542
Young,Willie,ROLB,-,79,75,82,78,71,81,44,25,17,22,21,20,45,45,76,84,10,90,84,77,19,11,28,10,35,52,67,45,45,45,45,74,85,77,82,81,55,61,12,10,10,84,20,12,6,6,6,6,6,76,258,31,9/19/85,7,N.C. State,9450000,2700000,Right,3312
Sims,Dion,TE,-,78,80,88,76,75,77,83,75,35,30,25,25,59,55,44,87,20,79,86,74,81,49,75,69,72,66,80,69,65,67,61,10,10,45,35,10,12,18,81,82,68,30,25,73,10,10,10,10,10,76,271,26,2/18/91,4,Michigan St.,12000000,4000000,Right,6073
Cruz,Victor,WR,-,77,88,88,60,89,81,86,69,25,24,21,22,60,31,16,90,74,85,92,57,55,84,88,44,80,84,41,42,35,20,21,10,10,45,35,25,11,30,86,81,79,20,35,75,15,10,6,6,10,72,204,30,11/11/86,7,Massachusetts,1000000,900000,Right,4618
Floyd,Leonard,LOLB,QUICK,77,86,88,71,86,74,49,41,22,24,21,19,24,24,83,92,12,88,86,83,27,36,41,28,33,41,76,44,44,43,44,72,86,71,86,74,63,67,26,27,15,77,44,18,6,6,6,6,6,78,240,24,9/8/92,1,Georgia,15700000,9600000,Right,8005
Trubisky,Mitchell,QB,-,77,83,87,71,83,67,44,63,93,85,31,23,26,18,35,69,10,93,98,88,54,73,76,58,46,73,31,19,19,26,26,10,10,24,43,18,15,17,29,33,38,32,13,31,85,80,76,77,82,75,220,23,8/20/94,0,North Carolina,29178000,19360000,Right,8756
Wright,Kendall,WR,-,77,90,91,54,93,78,85,74,33,35,16,17,46,40,30,90,73,96,95,77,61,84,86,40,84,86,45,45,40,40,35,10,10,40,27,25,10,15,85,81,80,12,10,70,15,10,6,6,10,70,191,27,11/12/89,5,Baylor,1250000,250000,Right,5576
Callahan,Bryce,CB,-,76,94,93,67,87,74,66,59,36,22,24,21,45,45,39,96,65,88,87,81,27,72,65,33,73,78,45,45,45,45,45,34,33,40,69,74,83,71,49,45,30,43,65,40,6,6,6,6,6,70,191,25,10/23/91,2,Rice,615000,0,Right,7667
Howard,Jaye,RE,-,76,78,85,84,72,75,25,40,28,40,19,11,45,45,83,77,13,87,74,70,35,11,24,48,40,35,84,45,45,45,45,76,64,79,82,75,15,25,12,10,10,69,10,12,6,6,6,6,6,75,301,28,12/20/88,5,Florida,775000,0,Right,5247
Barth,Connor,K,-,75,70,68,40,55,60,23,40,40,45,88,84,16,17,29,25,10,84,75,70,10,15,10,10,10,10,16,16,16,17,17,10,10,29,32,24,11,17,15,15,15,12,10,15,15,15,15,15,15,71,200,31,4/11/86,9,North Carolina,900000,80000,Right,373
Kwiatkoski,Nick,MLB,-,75,81,87,78,87,72,58,42,25,29,22,29,28,26,85,83,12,90,85,84,31,26,37,33,26,36,82,45,45,45,45,71,63,82,85,72,63,71,20,24,15,79,37,15,6,6,6,6,6,74,242,24,5/26/93,1,West Virginia,2870000,570000,Right,8101
Shaheen,Adam,TE,-,75,81,84,76,78,60,82,74,25,22,29,19,68,71,32,79,10,88,86,81,75,73,79,76,63,75,70,72,68,62,60,10,10,31,37,14,14,24,75,77,67,37,25,60,15,10,6,6,10,78,277,22,10/24/94,0,Ashland,5928000,2450000,Right,8721
Wheaton,Markus,WR,-,75,90,93,51,92,77,83,72,35,31,14,15,51,33,29,90,76,93,92,76,42,84,84,37,83,86,45,37,32,34,31,10,10,35,34,25,10,20,82,78,76,12,10,72,35,30,20,15,15,71,189,26,2/7/91,4,Oregon State,9500000,1500000,Right,6154
Acho,Sam,ROLB,-,74,81,85,71,74,73,53,40,14,7,13,20,45,45,83,75,10,88,86,82,40,25,35,22,45,25,70,45,45,45,45,76,60,78,81,73,59,69,15,15,15,79,35,37,6,6,6,6,6,75,260,28,9/6/88,6,Texas,775000,80000,Right,5003
Cunningham Jr,Benny,HB,-,74,87,90,76,84,76,64,85,25,20,10,10,45,66,35,84,83,84,90,88,86,52,83,83,77,81,49,45,45,52,48,10,10,26,35,20,15,15,56,56,58,20,20,59,35,30,20,15,15,70,217,27,7/7/90,4,Mid Tenn St.,775000,80000,Right,6858
Glennon,Mike,QB,-,74,70,76,59,54,77,25,61,93,75,22,21,25,20,30,65,10,93,90,85,34,20,42,45,30,32,21,21,21,19,19,10,10,23,21,18,10,16,12,10,10,15,10,12,82,78,76,69,75,78,225,27,12/12/89,4,N.C. State,32500000,8000000,Right,5819
Langford,Jeremy,HB,-,74,91,90,71,81,69,57,87,26,25,14,14,45,68,46,84,58,88,89,70,82,60,82,88,87,76,50,49,48,66,65,5,10,45,45,35,50,45,62,67,63,44,47,64,30,25,15,10,10,72,211,25,12/6/91,2,Michigan St.,2400000,480000,Right,7207
Skuta,Dan,LOLB,-,74,78,86,72,74,76,53,65,18,17,14,35,45,45,83,64,10,92,87,79,65,25,60,66,60,55,77,45,45,45,45,77,65,75,81,76,53,63,40,45,38,74,45,55,6,6,6,6,6,74,252,31,4/21/86,8,Grand Valley St.,950000,0,Right,4872
Aguayo,Roberto,K,SLOW,73,74,75,56,63,55,32,41,32,29,92,80,20,17,40,57,8,89,89,75,19,24,20,16,20,24,21,15,17,14,15,10,10,18,33,18,13,15,12,12,10,38,10,12,35,30,25,20,20,73,203,23,5/17/94,1,Florida State,4050000,1100000,Right,7873
Cooper,Marcus,CB,-,73,90,89,68,83,73,74,55,20,20,22,17,45,45,61,91,59,93,88,75,34,52,60,22,60,65,52,45,45,45,45,44,58,53,73,73,72,76,42,44,10,74,79,20,10,10,10,10,10,74,192,27,2/1/90,4,Rutgers,13000000,1500000,Right,6742
Jones,Christian,LOLB,-,73,81,89,71,84,75,61,59,15,17,14,12,45,45,80,83,10,94,86,83,45,15,35,33,33,43,79,45,45,45,45,58,76,67,77,75,71,79,45,40,15,83,60,25,6,6,6,6,6,75,251,26,2/18/91,3,Florida State,1000000,500000,Right,6473
Leno Jr,Charles,LT,-,73,64,79,81,64,77,25,24,10,12,11,15,72,81,35,72,10,90,84,75,25,24,10,10,10,10,80,73,78,76,85,30,30,25,29,26,12,9,45,52,33,20,10,35,6,6,6,6,6,75,305,25,10/9/91,3,Boise State,2200000,0,Right,6489
Massie,Bobby,RT,-,73,65,77,83,66,76,40,40,10,8,8,7,73,76,30,76,10,90,82,91,42,21,25,10,10,10,83,87,79,83,70,10,10,17,21,24,16,12,12,10,10,22,10,12,6,6,6,6,6,78,320,28,8/1/89,5,Ole Miss,18000000,1500000,Right,5340
Stevenson,Freddie,FB,-,73,82,85,80,85,53,64,80,25,22,25,24,70,63,53,75,60,92,86,84,79,61,76,70,68,77,74,67,69,60,65,10,10,45,49,16,12,15,57,61,64,60,20,52,20,15,10,10,10,73,241,22,4/12/95,0,Florida State,1665000,0,Right,8735
Carey,Ka'Deem,HB,-,72,86,89,67,83,65,63,83,34,28,25,25,45,49,29,79,70,90,92,85,82,72,84,74,87,73,40,44,45,52,51,10,10,29,35,16,13,29,70,72,64,12,20,65,35,30,20,15,15,70,215,24,10/30/92,3,Arizona,2700000,440000,Right,6373
Cohen,Tarik,HB,-,72,92,92,62,95,55,66,79,44,32,20,22,30,41,26,77,55,86,88,78,57,80,82,64,84,90,38,35,32,33,35,10,10,22,31,17,20,28,65,68,66,24,20,42,38,33,25,27,39,66,179,22,7/26/95,0,N.C. AT,2993000,630000,Right,8511
Compton,Tom,RG,-,72,71,81,90,57,71,29,35,31,16,27,15,77,73,35,79,10,94,86,85,19,15,10,10,10,10,82,81,73,76,64,40,30,32,45,21,11,11,15,15,15,40,10,15,6,6,6,6,6,77,308,28,5/10/89,5,South Dakota,1000000,850000,Right,5111
Jones-Quartey,Harold,SS,-,72,86,90,75,88,74,55,53,25,25,15,15,45,45,66,88,45,94,90,87,33,68,67,36,61,65,63,45,45,45,45,40,45,60,77,74,58,69,39,45,20,75,64,12,6,6,6,6,6,71,210,24,8/6/93,2,Findlay,1575000,0,Right,7726
White,Kevin,WR,-,72,93,91,75,88,54,82,69,35,30,20,20,47,44,42,87,62,80,89,82,69,67,86,64,80,78,45,49,47,42,40,30,25,35,33,32,25,30,84,84,70,33,44,82,15,10,10,15,15,75,216,25,6/25/92,2,West Virginia,14000000,8000000,Right,7376
Jackson,Eddie,SS,-,71,88,90,63,86,66,78,73,21,22,20,19,48,45,67,84,83,80,89,64,48,72,80,47,65,76,53,45,45,45,45,32,41,61,80,66,72,78,71,73,52,82,66,49,6,6,6,6,6,72,201,23,12/10/93,0,Alabama,3024000,660000,Right,8600
LeBlanc,Cre'Von,CB,-,71,87,90,69,87,68,67,63,22,21,18,15,28,31,65,86,77,87,88,77,37,72,65,42,74,72,45,45,45,45,45,30,33,59,75,68,72,78,57,54,26,71,73,38,6,6,6,6,6,71,190,23,7/27/94,1,FAU,1630000,10000,Right,8368
Pruitt,MyCole,TE,-,71,86,88,69,77,61,81,72,35,35,30,30,57,66,40,88,40,84,78,65,62,60,68,58,74,73,61,60,59,55,54,10,10,40,45,20,15,20,82,78,64,12,18,79,15,10,6,6,10,74,258,25,3/24/92,2,S. Illinois,615000,0,Right,7287
Randle,Rueben,WR,-,71,86,92,66,86,70,81,73,72,46,25,20,51,47,35,84,80,94,93,85,69,68,83,65,78,70,52,51,53,50,45,10,10,52,47,18,17,25,81,78,72,35,15,75,58,54,52,44,53,74,208,26,5/7/91,5,LSU,775000,0,Right,5436
Unrein,Mitch,RE,-,71,73,84,84,63,75,27,40,23,21,13,12,45,45,80,60,10,88,77,84,10,16,10,10,10,10,87,45,45,45,45,78,56,76,72,75,23,25,15,15,15,66,11,15,6,6,6,6,6,76,299,30,3/25/87,7,Wyoming,1750000,300000,Right,5535
Webb,B.W.,CB,-,71,88,93,58,93,68,66,72,40,35,25,25,45,45,45,94,75,90,92,69,28,74,72,32,74,76,47,45,45,45,45,29,33,46,63,68,78,68,65,45,25,40,65,42,6,6,6,6,6,71,190,27,1/7/90,4,William Mary,775000,0,Right,6282
Wilson,C.J.,DT,-,71,75,83,87,64,68,25,40,20,25,25,21,45,45,83,74,6,92,75,62,25,12,10,10,10,10,84,45,45,45,45,77,48,79,78,68,21,35,12,10,10,79,10,12,10,10,10,10,10,75,290,30,3/30/87,7,East Carolina,900000,80000,Right,7388
Bellamy,Josh,WR,-,70,89,89,63,86,74,77,75,40,31,30,22,56,45,39,88,72,92,86,76,49,69,77,58,74,76,47,45,46,44,42,10,25,39,49,35,61,63,82,74,72,28,48,68,10,10,10,10,10,72,211,28,5/18/89,5,Louisville,850000,0,Right,5689
Morgan,Jordan,RT,-,70,60,76,89,65,58,25,22,25,24,11,11,78,74,27,68,10,91,81,87,29,14,18,30,10,17,81,76,84,73,78,10,10,32,36,10,12,12,17,20,17,38,10,15,6,6,6,6,6,75,309,25,5/13/92,0,Kutztown,2652000,290000,Right,8667
Prosinski,Chris,FS,-,70,90,89,56,81,63,57,65,35,25,15,19,45,45,72,93,45,93,87,74,55,49,49,23,63,65,61,45,45,45,45,41,47,54,66,63,72,79,25,35,15,67,67,15,15,10,10,15,15,73,213,30,4/28/87,6,Wyoming,775000,80000,Right,5429
Bullard,Jonathan,RE,-,69,75,86,80,76,59,36,26,22,21,21,19,38,31,82,84,9,89,82,87,38,22,28,31,25,29,84,44,45,45,44,77,64,83,75,59,31,36,20,17,13,80,22,17,6,6,6,6,6,74,290,23,10/22/93,1,Florida,3410000,820000,Right,7921
Grasu,Hroniss,C,-,69,71,84,78,68,74,25,40,20,19,23,21,74,74,25,69,10,87,83,85,20,10,10,10,10,10,80,72,76,81,85,10,10,21,37,28,11,12,12,10,10,20,10,12,6,6,6,6,6,75,303,26,8/12/91,2,Oregon,3000000,1000000,Right,7144
Kush,Eric,C,-,69,70,82,79,69,69,40,40,22,28,18,22,74,79,55,76,10,87,82,85,15,11,10,10,10,10,78,77,77,76,76,45,35,60,58,40,25,35,15,15,15,55,10,15,6,6,6,6,6,76,313,27,9/9/89,4,California,1240000,500000,Right,6740
Thompson,Deonte,WR,SLOW,69,92,93,67,89,69,78,68,20,20,10,15,42,35,38,88,82,86,85,61,47,74,61,53,77,85,45,48,45,42,38,21,29,47,44,36,65,61,77,71,66,15,15,69,15,10,6,6,10,72,205,28,2/14/89,5,Florida,775000,80000,Right,6123
Banks,Johnthan,CB,-,67,86,89,51,87,67,74,65,32,30,19,15,45,45,59,84,74,97,93,75,33,69,73,38,80,79,48,45,45,45,45,42,64,63,74,67,69,71,79,69,15,63,79,25,15,10,10,6,10,74,185,27,10/3/89,4,Mississippi St.,775000,0,Right,6253
Sanchez,Mark,QB,SLOW,67,71,78,59,70,70,65,47,87,77,15,18,18,12,19,64,10,88,94,80,33,41,70,28,60,62,18,18,18,12,12,10,10,19,24,25,13,19,45,25,15,12,10,15,80,74,70,75,75,74,225,30,11/11/86,8,USC,1200000,0,Right,1978
Sowell,Bradley,LT,-,67,63,74,83,62,72,40,35,16,25,21,11,72,72,40,78,10,91,83,66,21,10,10,10,10,10,76,72,71,77,75,40,30,40,35,30,12,12,25,30,20,35,10,35,6,6,6,6,6,79,309,28,6/6/89,5,Ole Miss,775000,0,Right,6087
Anderson,Jonathan,MLB,-,66,86,87,79,84,69,56,57,30,30,20,15,45,45,78,84,30,90,87,83,48,27,51,42,43,39,75,45,45,45,45,54,44,64,77,69,67,76,40,52,24,72,55,17,15,10,10,15,15,75,235,25,10/27/91,2,TCU,615000,0,Right,7648
Bush,Deon,SS,-,66,87,91,71,82,62,64,62,27,27,21,18,24,14,67,93,42,89,88,83,53,60,62,42,59,62,59,43,43,44,43,31,27,46,69,62,64,72,30,32,20,85,62,23,15,10,10,15,15,72,200,24,8/14/93,1,Miami,2820000,520000,Right,7926
Houston-Carson,DeAndre,FS,-,66,88,91,64,91,52,69,61,26,25,20,19,24,14,77,84,31,89,90,86,48,58,53,39,60,67,55,44,43,44,43,45,49,58,64,52,68,79,53,44,22,74,62,22,6,6,6,6,6,73,203,24,4/13/93,1,William Mary,2480000,140000,Right,8059
Braverman,Daniel,WR,-,65,88,89,65,92,53,81,62,27,20,23,22,44,38,25,81,76,88,87,79,26,76,81,33,73,82,46,44,44,36,34,11,11,19,28,21,16,24,73,69,74,15,16,68,15,10,6,6,10,70,185,23,9/28/93,1,W. Michigan,540000,0,Right,7907
Hall,Deiondre',CB,-,65,88,88,61,94,51,72,63,27,26,18,17,18,13,56,91,78,88,89,77,26,72,70,29,66,74,46,43,44,43,44,33,42,63,74,51,81,71,49,41,37,76,73,27,6,6,6,6,6,74,201,23,5/31/94,1,Northern Iowa,2800000,510000,Right,8033
Jenkins,John,LE,-,65,65,78,92,65,66,30,40,25,18,23,17,45,45,79,65,10,88,75,76,45,10,15,25,10,10,85,45,45,45,45,76,57,73,76,66,10,15,15,15,15,81,10,15,6,6,6,6,6,75,359,28,7/11/89,4,Georgia,800000,100000,Right,5895
Timu,John,MLB,-,65,79,87,85,75,68,66,63,20,20,20,20,45,45,75,78,10,88,90,87,25,37,10,25,20,45,76,45,45,45,45,63,59,71,81,68,48,67,34,33,15,71,47,20,6,6,6,6,6,72,245,25,8/27/92,2,Washington,615000,0,Right,7830
Richardson,Cyril,LG,-,63,60,78,89,50,56,40,40,21,24,21,30,80,69,26,72,10,92,76,72,35,15,19,30,25,25,69,93,76,77,68,10,10,16,18,26,13,16,30,35,35,20,10,15,6,6,6,6,6,77,343,26,12/27/90,3,Baylor,540000,0,Right,6566
Lewis-Moore,Kapron,LE,-,61,68,75,85,63,59,29,35,12,22,19,19,45,45,84,62,10,74,70,90,29,20,15,10,10,15,78,45,45,45,45,79,47,78,71,59,20,30,12,10,10,75,10,12,6,6,6,6,6,76,315,27,1/24/90,4,Notre Dame,540000,0,Right,5943
Robertson-Harris,Roy,LOLB,-,60,78,81,80,69,52,40,20,35,32,30,30,45,45,80,83,10,87,82,85,46,26,25,55,25,25,67,45,45,45,45,70,74,74,74,52,35,45,15,10,10,76,30,12,6,6,6,6,6,79,268,24,7/23/93,1,UTEP,1620000,0,Right,8196
Shaw,Connor,QB,-,57,83,83,51,82,51,46,70,80,73,25,20,25,26,36,84,10,82,94,86,42,56,78,45,73,78,19,19,19,26,26,10,10,27,39,28,12,12,22,20,15,12,10,17,74,73,66,69,80,73,210,25,9/19/91,3,South Carolina,465000,0,Right,6582
Scales,Patrick,TE,-,41,67,79,69,71,62,57,65,38,41,13,13,45,69,56,77,10,90,81,75,34,28,25,45,25,30,73,69,65,67,64,10,10,48,44,40,25,24,40,44,43,60,15,12,6,6,6,6,6,76,242,29,2/11/88,5,Utah State,715000,0,Right,7781
Green,A.J.,WR,STAR,94,91,90,72,94,95,96,78,40,35,19,15,64,28,35,97,67,91,96,95,67,89,91,72,85,88,45,44,46,35,32,10,10,40,40,25,23,30,98,95,93,15,15,93,20,15,15,6,15,76,210,29,7/31/88,6,Georgia,60000000,15000000,Right,4372
Atkins,Geno,DT,QUICK,91,78,84,90,71,92,25,40,25,25,20,20,45,45,83,75,10,85,90,80,30,12,15,40,10,10,88,45,45,45,45,93,72,80,84,92,15,25,15,15,15,68,15,15,6,6,6,6,6,73,300,29,3/28/88,7,Georgia,56000000,15000000,Right,316
Eifert,Tyler,TE,QUICK,91,84,87,71,85,88,89,79,40,35,22,21,75,63,35,91,10,80,95,83,75,57,85,68,65,70,65,66,71,62,65,20,30,50,39,22,11,27,89,88,85,25,25,84,15,10,6,6,10,78,255,26,9/8/90,4,Notre Dame,5400000,0,Right,5786
Burfict,Vontaze,ROLB,QUICK,87,79,83,79,75,90,64,60,22,22,12,10,45,45,90,80,10,96,93,93,50,39,48,55,47,51,89,45,45,45,45,78,57,86,89,90,65,76,41,39,10,94,45,20,6,6,6,6,6,73,255,26,9/24/90,5,Arizona St.,19000000,3100000,Right,5083
Bernard,Giovani,HB,-,86,91,94,63,95,82,71,88,30,25,23,15,44,69,35,83,83,84,94,66,55,88,88,73,92,93,42,45,40,44,48,20,30,32,40,15,19,29,65,78,77,20,20,54,35,30,20,15,15,69,205,25,11/22/91,4,North Carolina,10100000,4000000,Right,5690
Dunlap,Carlos,LE,QUICK,86,82,86,79,82,86,33,40,9,14,8,10,45,45,82,84,10,86,89,65,35,27,10,10,10,10,84,45,45,45,45,70,92,75,84,86,43,56,15,15,15,72,20,20,6,6,6,6,6,78,280,28,2/28/89,7,Florida,44000000,8000000,Right,1007
Dalton,Andy,QB,QUICK,84,76,82,54,74,84,62,63,92,89,12,19,14,13,15,66,10,96,91,94,23,48,61,28,55,58,14,14,14,13,13,10,10,12,23,10,12,12,58,52,30,12,10,25,89,84,84,85,83,74,220,29,10/29/87,6,TCU,98000000,12000000,Right,4356
Hill,Jeremy,HB,-,82,88,91,79,84,86,66,85,32,25,20,22,50,49,45,80,25,94,82,84,87,81,87,90,83,83,50,54,50,55,47,10,10,42,44,21,15,13,59,69,55,12,10,69,35,30,20,15,15,73,235,24,10/20/92,3,LSU,4000000,1600000,Right,6449
LaFell,Brandon,WR,-,82,86,89,71,86,88,88,73,25,22,17,12,64,49,36,87,40,94,88,81,71,67,82,75,75,77,63,64,49,35,34,10,10,45,73,24,11,22,85,88,84,12,10,84,30,25,20,10,20,75,210,30,11/4/86,7,LSU,5000000,3550000,Right,1829
Jones,Adam,CB,-,81,87,91,53,90,84,76,65,24,20,14,18,45,45,59,91,87,87,89,85,39,85,81,25,83,87,49,45,45,45,45,35,44,52,75,84,82,75,65,35,40,50,78,20,10,10,10,10,10,70,180,33,9/30/83,12,West Virginia,17500000,2000000,Right,4724
Rey,Vincent,MLB,-,80,84,87,72,78,81,60,62,22,15,22,25,45,45,90,75,10,93,90,79,40,30,22,10,10,10,88,45,45,45,45,56,62,80,87,81,71,82,15,15,15,74,45,12,6,6,6,6,6,72,250,29,9/6/87,7,Duke,6750000,4000000,Right,4847
Williams,Shawn,SS,-,80,90,92,77,83,76,61,65,35,25,26,19,45,45,81,89,45,91,88,90,59,55,61,57,65,69,67,45,45,45,45,55,59,72,84,76,65,73,60,54,15,85,72,25,6,6,6,6,6,72,210,26,5/13/91,4,Georgia,14000000,4250000,Right,6681
Mixon,Joe,HB,-,79,91,93,75,91,64,73,86,38,32,24,16,41,51,37,84,80,93,94,84,68,81,83,86,85,87,48,46,45,52,49,11,14,34,38,15,10,20,74,71,62,38,12,51,36,32,28,28,36,73,228,21,7/24/96,0,Oklahoma,5465000,2110000,Right,0
Bodine,Russell,C,-,78,66,83,97,53,84,30,32,15,21,21,22,80,75,29,78,10,93,83,85,19,15,10,10,10,10,80,88,78,80,68,10,10,18,23,14,20,19,15,15,15,15,10,15,6,6,6,6,6,75,308,25,6/30/92,3,North Carolina,2600000,440000,Right,6348
Hewitt,Ryan,FB,-,78,77,86,72,78,76,68,77,19,18,19,19,72,58,39,82,11,93,85,79,65,48,68,62,60,61,78,75,71,66,65,10,10,29,45,22,10,25,67,75,68,25,25,70,6,15,10,10,10,76,255,26,1/24/91,3,Stanford,5500000,1500000,Right,6448
Kirkpatrick,Dre,CB,-,78,88,91,64,85,81,68,58,14,15,14,12,55,45,56,87,35,85,95,76,50,65,69,47,72,70,54,55,53,45,45,61,48,42,77,81,75,79,62,48,21,73,88,20,6,6,6,6,6,74,185,27,10/26/89,5,Alabama,40000000,7000000,Right,5300
Minter,Kevin,MLB,-,78,78,85,77,81,84,52,60,25,25,20,20,45,45,83,81,10,85,92,83,45,25,48,49,55,39,83,45,45,45,45,54,67,73,84,84,67,78,40,35,15,78,60,15,6,6,6,6,6,72,246,26,12/3/90,4,LSU,2100000,1050000,Right,5986
Boling,Clint,LG,-,77,61,79,87,53,78,22,40,29,9,9,14,74,85,33,25,10,97,81,93,25,10,10,10,10,10,85,84,89,81,87,10,10,27,48,31,9,11,15,15,15,20,10,15,6,6,6,6,6,77,305,28,5/8/89,6,Georgia,28000000,2500000,Right,4329
Ross,John,WR,-,77,98,96,51,93,71,83,68,35,35,20,23,57,47,26,88,84,87,92,77,27,85,87,34,86,93,46,25,29,25,26,10,10,27,38,25,20,28,77,76,85,18,18,72,15,10,6,6,10,71,188,22,11/27/94,0,Washington,17196000,10640000,Right,8711
Johnson,Michael,RE,-,76,82,89,73,80,81,37,40,20,30,25,15,45,45,80,87,10,88,84,70,50,20,10,45,55,50,82,45,45,45,45,59,76,71,79,81,51,69,25,15,15,70,30,15,6,6,6,6,6,79,272,30,2/7/87,8,Georgia Tech,20000000,4500000,Right,1686
Willis,Jordan,RE,-,76,87,89,85,81,61,42,34,25,25,21,22,45,45,82,92,10,93,87,91,36,39,47,44,32,46,86,45,45,45,45,79,67,83,84,61,37,46,30,34,17,81,36,25,6,6,6,6,6,76,255,22,5/2/95,0,Kansas State,3720000,900000,Right,8783
Elliott,Jake,K,-,75,79,85,34,67,54,27,33,28,22,91,86,20,20,27,52,10,86,82,57,11,24,18,12,10,16,18,16,16,17,17,10,10,26,39,18,20,14,17,19,20,25,10,16,23,19,15,20,24,69,167,22,1/21/95,0,Memphis,2633000,270000,Right,8542
Iloka,George,FS,-,75,85,89,67,87,77,73,66,30,30,20,15,45,45,64,85,30,95,88,73,56,46,52,45,60,62,65,45,45,45,45,53,55,53,74,77,64,79,32,45,20,84,85,25,15,10,10,15,15,76,225,27,3/31/90,5,Boise State,22000000,3000000,Right,5253
Boyd,Tyler,WR,-,74,88,92,63,86,76,86,68,32,27,23,22,59,48,24,88,72,87,89,76,31,66,78,35,73,76,49,44,44,36,34,11,11,39,37,21,16,24,83,81,78,15,16,72,27,24,17,15,25,74,197,23,11/15/93,1,Pittsburgh,4250000,1290000,Right,7903
Bullock,Randy,K,-,74,68,74,61,63,55,35,50,45,45,94,82,15,10,25,70,10,87,85,50,15,25,20,15,15,15,15,20,20,20,20,10,10,35,33,15,15,20,12,10,10,32,10,12,25,25,20,20,20,69,206,27,12/16/89,5,Texas AM,2240000,0,Right,5082
Smith,Andre,RG,-,74,60,77,95,55,75,23,40,16,19,14,29,76,76,14,25,10,86,80,90,10,18,10,10,10,10,85,97,85,93,81,10,10,14,23,24,16,12,15,15,15,20,10,15,6,6,6,6,6,76,325,30,1/25/87,8,Alabama,1550000,1500000,Right,2754
Dennard,Darqueze,CB,SLOW,73,92,90,62,84,69,72,63,25,21,15,16,45,45,71,88,40,87,95,85,15,65,67,35,66,67,51,45,45,45,45,52,66,63,81,69,79,66,58,56,20,65,87,28,6,6,6,6,6,71,198,25,10/10/91,3,Michigan St.,9514000,1030000,Right,6967
Jackson III,William,CB,-,73,92,93,59,88,64,72,68,31,24,18,17,26,19,53,92,56,88,91,76,26,82,73,29,69,81,50,43,44,43,44,26,27,47,69,64,79,78,52,50,26,76,70,27,6,6,6,6,6,72,187,23,10/26/93,1,Houston,9700000,5250000,Right,8067
McCarron,A.J.,QB,-,73,75,82,52,64,76,35,69,86,78,15,12,11,14,20,70,10,94,92,89,33,44,52,31,49,55,11,11,11,14,14,10,10,21,19,31,13,12,15,15,15,12,10,15,85,80,73,77,79,75,220,26,9/13/90,3,Alabama,2400000,180000,Right,6517
Fisher,Jake,RT,-,72,72,80,83,68,74,54,54,22,15,19,19,75,73,24,82,10,83,87,77,24,15,35,29,25,15,79,74,76,84,90,15,10,26,21,20,11,15,45,52,42,25,10,45,6,6,6,6,6,78,305,24,8/16/93,2,Oregon,4259500,1350000,Right,7115
Huber,Kevin,P,-,72,70,67,55,64,57,31,35,42,40,88,75,22,19,22,39,10,95,90,50,10,19,10,10,10,10,20,20,25,20,20,15,15,14,20,19,12,31,12,10,10,12,10,12,30,30,25,20,20,73,211,32,7/16/85,8,Cincinnati,14000000,1600000,Left,1555
Shaw,Josh,CB,-,72,90,91,74,83,65,62,65,35,35,25,25,45,45,69,88,60,78,89,75,39,70,69,45,70,71,47,45,45,45,45,35,42,66,75,65,73,79,55,45,35,52,78,30,6,6,6,6,6,73,200,25,3/27/92,2,USC,2400000,400000,Right,7317
Sims,Pat,DT,-,72,66,82,89,61,75,28,40,25,25,20,20,45,45,80,64,10,87,75,88,20,12,15,35,10,10,85,45,45,45,45,79,53,71,74,75,15,20,15,15,15,82,15,15,6,6,6,6,6,74,330,32,1/29/85,9,Auburn,1800000,0,Right,2737
Winston,Eric,RT,-,72,69,80,82,65,75,59,55,16,40,21,23,74,73,25,76,11,89,90,82,10,26,10,10,10,10,82,83,93,81,88,10,10,25,23,10,12,12,15,15,15,25,10,15,6,6,6,6,6,79,310,33,11/17/83,11,Miami,1000000,80000,Right,3257
Dawson,P.J.,ROLB,-,71,80,88,73,87,67,73,40,27,30,20,20,45,45,75,79,11,92,86,88,41,49,42,45,56,57,78,45,45,45,45,76,53,72,88,67,71,71,35,59,35,86,55,39,6,6,6,6,6,72,240,24,1/13/93,2,TCU,1170000,0,Right,7079
